x,y,d,tile,crater,id
1183,1580,27,1_25,1,A0RQI
897,675,43,1_24,0,1595I
97,640,19,2_25,1,4WVF5
363,586,16,2_25,0,92542
34,797,26,1_24,0,1KQK7
442,1308,17,1_24,1,4AQTN
1467,1622,31,1_25,1,FXR2J
871,825,15,1_25,1,3FASK
569,1485,24,1_24,0,DT8VD
783,1481,25,2_24,0,KH754
1314,1037,29,2_25,0,NVT4K
145,549,14,2_24,1,48SQR
206,1381,18,1_25,0,04H1J
986,125,30,3_24,0,18DD2
1151,327,28,1_25,0,5I5FW
205,1141,20,1_25,0,CGS3Q
1484,1632,66,3_24,1,VR7Y5
992,1623,29,1_24,1,D2IB1
1015,1530,76,2_24,0,46WL4
1096,28,20,1_25,0,7SWTP
1493,287,23,1_25,1,0XGEF
950,149,29,2_24,0,JGVD9
166,538,21,1_25,1,CDQKU
810,792,48,2_24,1,TKR68
1547,1039,70,2_25,0,ZM4CC
665,194,35,1_25,0,58A25
1446,979,23,3_24,1,OCHW6
906,1638,27,1_24,1,Y4SI2
297,1451,17,2_25,0,V1CU0
452,40,33,1_25,0,5TU6D
621,1051,24,1_24,1,VQPEC
420,98,24,2_25,1,MRW13
1190,1017,14,1_24,1,PIPA0
611,744,41,1_24,1,4I2AJ
596,1525,35,1_25,0,PYOFD
691,450,30,2_24,0,6NJO3
608,1092,27,3_24,0,KWLE7
952,559,37,1_24,0,W6HL2
1604,457,38,1_24,0,UHDV6
513,1525,48,1_24,0,YMEU5
143,1484,18,1_25,0,48RTB
281,87,25,1_25,0,QN5WV
348,72,24,2_25,1,Y14WM
146,1597,33,1_24,0,JQ625
869,1323,28,1_24,0,U3QR4
464,1065,74,3_25,0,BEIG1
609,66,12,3_25,1,EYZ5S
1443,1421,24,3_24,1,Q5UVK
406,386,36,2_25,0,HBH6M
1139,1323,19,1_24,1,8DFEA
1200,266,37,2_24,0,PKDD8
1173,1475,18,1_25,1,RZP5D
1536,606,50,3_25,1,0KYLO
521,1285,66,1_24,0,Q763J
1422,706,30,2_25,0,FFZ3L
337,293,31,1_24,0,SAKXL
1612,1019,40,3_25,0,RLSKQ
358,414,26,3_25,1,X9J2Y
588,1203,29,1_24,0,9QEC1
82,315,20,3_24,0,AFN3E
417,1297,39,2_24,1,M5U7D
587,1661,25,1_25,1,3HZDS
275,1368,77,1_25,0,IZ4TW
315,1017,14,1_25,1,WXJ3D
67,869,25,2_25,1,HOV3J
88,589,28,1_25,1,KL55R
530,1290,31,3_25,1,Z1WHF
545,795,34,1_24,0,X9FJG
1095,387,24,1_25,0,ERXTS
607,1523,24,1_25,0,C4N19
58,1652,24,2_24,1,FVHJ6
1036,1249,14,3_24,1,9P9G1
1398,1008,13,2_25,1,JCKNR
1076,845,24,1_24,0,7OCAF
509,300,37,1_24,0,L888C
821,1513,12,2_24,1,OOUKR
598,1665,23,1_25,1,X48Q7
200,57,28,2_25,0,NOX1Q
956,801,13,1_25,1,5JHM9
482,1474,11,2_24,1,26LGH
719,19,18,3_24,0,I4L3C
413,1542,15,2_24,1,E4WTO
202,58,28,2_25,0,JUSL8
1392,1579,36,1_25,0,88PQT
58,152,24,2_25,1,0H77H
430,608,31,3_25,0,O3HER
1136,1097,43,1_24,0,CDDNT
243,895,20,1_25,1,6LVQ9
1360,911,47,3_25,0,P9L1N
700,1592,23,1_24,1,POAUC
157,226,20,1_25,0,UKVSL
642,711,24,1_24,0,4AJ27
608,619,32,1_25,0,VPJ8P
788,1473,25,2_25,0,IN03X
53,1323,39,1_24,0,79T3W
441,146,20,2_25,1,NQ5X3
962,774,33,1_25,0,B4KLS
468,1282,26,1_25,0,PJ87A
1549,1168,22,1_24,1,20ZJT
488,640,34,1_24,0,P9PVD
29,1584,25,3_25,0,OHV22
1104,649,42,3_25,0,2KYF6
786,1471,26,2_25,0,YCZH5
110,1131,15,2_25,1,3GCCH
546,1617,14,1_24,1,AU1VQ
1201,20,16,2_25,1,7Q8IM
1507,829,21,1_25,1,KWA9D
529,1192,26,1_25,0,QQDUV
1648,335,20,3_25,1,PA95X
213,319,45,1_24,0,5OBKL
1617,1391,64,3_24,0,73RTJ
1204,40,19,2_25,1,4RF9M
453,146,33,3_24,1,SQU41
1010,1642,23,1_25,0,AGN8S
1203,453,34,1_24,0,4ZW44
844,948,43,1_25,0,AU5WS
1367,1407,19,1_24,1,B1Z9A
420,1516,23,1_25,0,ENNGT
100,1200,40,1_24,0,Z9ZD8
333,764,18,3_25,1,UBZVJ
386,1371,32,3_24,0,DYNPK
1350,51,16,1_25,1,RMGOT
407,604,51,3_25,0,6L992
1526,1028,32,2_25,1,7S2V8
74,277,32,1_25,0,J1BG6
294,755,35,2_25,1,NZ0KB
409,604,51,3_25,0,QFS1D
450,969,20,1_24,1,0PBEO
769,691,31,1_25,0,K39KP
717,1024,80,2_25,0,W6XFX
250,805,21,2_25,1,26OJQ
1598,1280,27,1_25,0,44F82
336,1421,25,3_24,0,HS29H
307,1548,32,1_24,0,EMCXK
449,35,29,1_25,0,QNAXB
1675,157,24,1_25,1,AXIU9
1273,1286,20,1_25,1,WY87Q
53,1623,27,2_25,0,7PBFB
381,325,16,2_24,1,OBHWK
437,1394,27,1_25,1,FRNEX
890,1186,28,1_24,0,VYFEQ
1238,1050,15,1_24,1,2XJO6
154,416,28,2_25,1,BV73G
1615,1429,19,3_24,1,OBL4V
729,1499,24,1_24,1,T31WF
743,86,25,3_25,1,A3CSC
528,861,21,2_25,1,QGL5I
1452,851,30,1_25,0,47DZN
990,1193,33,1_24,0,I9618
1431,548,37,3_25,1,4FCUY
1062,768,16,2_24,0,Q0CH0
627,1609,22,1_25,0,OOFZ5
966,1187,51,3_25,0,VWXK5
1028,323,25,3_24,0,H3FC7
718,1616,41,1_24,0,XF4TO
1474,1547,19,1_25,0,YCPJG
1258,688,20,1_25,0,LSSD8
249,554,22,2_25,1,Q6COX
1004,1091,34,2_25,0,S3NL1
613,1002,30,1_25,0,2C3BM
1170,1384,22,1_24,1,1K2CS
1472,1068,34,1_24,1,Z979N
1017,541,41,3_25,0,HDMK4
625,1197,17,1_24,0,MV1OA
806,1416,27,2_25,0,SJYUQ
88,292,30,1_25,0,GXMX6
1427,69,22,1_25,1,06FGK
950,1386,15,1_25,1,86HTA
520,1426,22,2_24,1,65SIL
768,1376,51,3_24,0,TIH5L
525,129,30,3_24,0,YE0DJ
1176,156,52,1_24,0,XXTX3
519,1157,34,3_25,0,SA2OB
1222,982,42,1_25,0,56A11
1161,584,44,3_24,0,A9BKO
737,1095,34,3_24,0,PC4MS
670,1417,27,1_25,1,0WFOH
1231,1403,35,1_24,0,V2TBA
1665,526,32,1_25,0,3GADY
134,1226,18,1_24,1,3WLXQ
140,300,45,2_25,0,8YBZS
847,132,55,2_24,0,HCO5C
518,248,24,2_24,0,FTV95
1474,840,38,1_25,0,1OZKV
426,1483,39,2_24,0,LTXBB
1456,112,21,1_25,1,R1GNH
1138,1162,15,1_24,1,PMKBL
78,284,21,1_25,0,P3T3K
1572,542,55,1_25,0,CR772
1049,736,16,2_24,0,C3SJN
625,1061,25,3_25,1,PDPUL
1287,229,42,1_25,0,U4ZQW
777,624,31,1_24,0,7YPWZ
1092,847,26,1_24,0,FPL3W
1498,1318,69,3_24,0,X21OF
85,649,27,1_24,0,GO6LD
459,521,32,3_25,0,FRPF1
976,891,32,2_25,1,KWZI9
475,995,22,3_25,1,GW5HM
1114,627,18,1_24,1,M3FBP
894,64,32,3_25,0,ID7C8
125,1145,30,1_25,0,KTUWU
1113,23,17,1_25,1,FLP77
301,878,18,3_25,0,G8UXJ
1644,1117,17,3_25,1,G47SO
1229,193,13,1_25,1,VF3CO
993,981,23,1_25,0,QZWUY
430,1481,30,2_24,0,Q36V4
1578,1027,27,1_24,1,FC9WZ
54,1651,23,2_25,0,US4YG
1253,1226,41,3_25,0,OZRVK
908,411,53,3_25,0,MO1KS
1335,1440,37,3_25,0,HJ2XV
50,1393,25,2_24,0,NYQVL
1642,1477,35,3_24,0,HME1K
1229,1405,36,1_24,0,TON4W
1413,649,40,3_25,0,PDAUA
1061,294,19,3_24,1,BTQSG
436,1595,73,2_25,0,QAFSJ
1021,841,35,2_25,0,D0D9V
1647,109,20,2_25,1,Q8H2X
618,937,42,3_25,0,E8K3C
1626,314,25,2_24,0,WFE7F
1568,881,33,1_24,0,GU6AF
586,975,36,1_24,0,78051
1298,1558,53,2_24,0,S3IOO
369,373,22,2_24,0,5H1QU
290,1259,40,3_25,0,TYSA3
827,42,34,1_24,0,Z5F4G
821,1473,25,1_24,0,X5YYS
1062,870,21,1_25,0,X702F
220,1389,34,3_24,0,75I41
74,1281,21,2_24,1,FDHRW
205,463,47,1_25,0,MVBCS
1337,1221,18,1_24,0,X9Y48
934,1663,32,1_24,0,6TUUM
186,157,20,2_25,0,A3XMF
36,1025,19,2_25,0,OI26X
406,208,28,1_25,1,TWNDD
167,1440,21,3_24,1,GIF3W
413,386,21,2_25,0,D0QHK
976,1334,17,1_24,1,JJC65
679,198,22,1_25,1,1W0YZ
822,1664,29,1_25,1,QSSB3
1416,118,55,3_25,1,YHVNW
1590,1227,36,2_25,0,UZUQV
863,1154,53,3_24,1,GCN8N
820,1232,23,1_24,1,NB0ZT
315,911,24,1_25,1,LGV2V
647,486,46,1_24,0,KPRDA
1109,1456,55,1_24,0,W1OO7
1640,1355,18,1_25,1,T3NKP
1132,962,24,1_25,1,J7CBE
1039,1578,26,3_24,0,U6S5J
688,596,39,1_25,1,RL05Q
1201,452,34,1_24,0,Q67IV
307,1549,31,1_24,0,8G0L5
1606,704,18,1_25,1,41OPZ
1251,1520,49,1_24,0,UYAQG
1150,1555,26,1_24,0,QJ15F
1106,369,36,2_25,0,9770U
970,946,24,1_25,0,WOFXL
821,1620,19,2_25,0,3HGNW
99,166,13,1_25,0,VFJUT
1139,1294,22,1_25,0,IN2CR
248,291,22,2_24,0,WU5G7
652,630,24,1_24,1,QCW3N
1392,1577,43,1_25,0,FWGBI
1404,1472,67,1_24,0,8NRQM
421,66,16,2_25,1,5Z0WE
1635,965,26,2_25,0,F5ED6
110,350,22,2_25,1,LJJ35
738,46,19,1_25,1,CHFDU
1559,907,69,3_24,0,FBHQM
1216,905,17,1_25,1,7H5W3
1189,1081,31,1_25,0,BIJ9X
1468,1622,31,1_25,1,6I5W8
1099,1342,47,2_24,0,689S9
1354,1486,23,1_25,1,JSNFD
1207,1392,23,1_25,0,0NX4Y
312,1549,40,1_24,0,CZCA6
182,832,40,1_24,0,5EM4N
219,486,68,1_25,0,38B5V
101,160,29,1_25,0,HBNN8
1585,643,27,1_24,0,PGK1E
851,131,40,2_24,0,6OLBF
1010,1363,34,1_24,0,5UFJC
745,1223,29,1_25,0,YYSWT
455,1548,30,3_25,0,VLNCQ
1302,1504,45,1_24,0,KVUA1
878,1116,33,1_25,0,7NKJF
1056,659,23,2_24,1,9MQS1
623,1473,14,1_25,1,Z0R57
1282,507,66,1_24,0,F25Y9
554,1504,11,2_24,1,TDELS
1278,1112,21,1_25,1,F704U
584,1144,16,3_25,1,POCV0
940,1543,17,3_25,1,XBWKS
978,1497,22,3_25,1,EH79D
1352,714,25,3_25,0,Z748Y
1185,1350,24,1_24,0,MQUZS
1599,1280,27,1_25,0,QV4OU
393,1181,24,3_24,0,J7VJI
1443,847,59,1_24,0,PXYH8
449,1312,35,2_24,0,C601N
1382,939,39,1_24,0,X49KL
117,679,33,1_25,0,581OL
262,1246,29,2_24,0,6Z5JU
933,1663,17,1_24,0,JA72T
1097,373,24,2_25,0,Q4VGS
453,1279,40,1_24,0,P9YUU
1432,1470,60,2_25,0,ICBJ5
979,1121,40,1_25,0,C0R65
850,999,21,2_24,0,6XA6K
726,1188,34,3_25,1,5ZYWQ
159,776,24,2_24,0,HQISN
1101,1391,15,1_25,1,RZ3AF
150,104,43,1_25,0,6NIU6
1142,904,13,1_25,1,ZUH6W
1412,1073,20,3_24,1,J5LH2
1061,764,17,2_24,0,WWE0W
1534,1168,38,1_24,0,SD6FI
106,405,25,1_24,1,YJJVR
107,76,22,1_25,0,S6I35
369,712,14,1_24,1,3PP05
1577,1128,43,1_24,0,QNE49
363,263,33,2_25,0,E24V9
119,77,33,1_25,0,RQQDJ
589,1210,27,1_24,0,OV6U4
731,148,44,3_25,0,8NV7U
698,512,41,1_25,1,Y7L2C
87,488,14,1_25,1,87FM0
472,1522,24,1_25,1,9YWD1
1138,397,31,3_24,0,S0Y42
687,974,33,1_25,0,PVVM0
1120,462,76,2_24,0,X2EAA
321,1439,21,3_25,0,78DW7
435,998,14,2_24,1,MWF8N
190,836,40,1_24,0,OWOER
640,389,23,1_25,0,ZB7EX
111,1242,19,3_24,1,I9S1M
255,657,32,1_24,0,SGZV2
199,199,21,1_25,1,BAX1C
621,438,28,2_24,0,TBTHU
904,408,48,3_25,0,X71Y6
768,605,17,1_24,1,4RYNS
1145,1563,42,1_25,0,1OOP5
1211,986,49,1_25,0,C94XZ
398,454,42,2_25,1,QA8YA
940,739,23,3_24,0,A7TS0
709,841,33,3_25,0,U594D
1451,1565,18,1_24,1,40YSI
594,1000,34,1_25,0,U8LIH
1330,109,43,1_25,0,GKIWV
565,1051,21,1_24,0,FZQWM
311,1132,35,2_25,0,RK6YL
1568,803,16,3_25,1,KC0IS
880,1097,49,1_24,0,J0C3M
492,541,27,1_25,1,A5Q6T
792,1537,38,1_24,0,RHR1Y
1066,1413,18,1_24,1,K0NA3
1314,149,44,1_24,0,ZBAU5
220,1457,31,3_24,1,2Z1Z0
1647,184,18,1_24,1,VZL00
765,1204,26,1_25,0,1IV9M
1341,1629,35,3_24,0,TCJSK
1608,931,73,1_24,0,HLO5U
825,1560,29,1_25,0,YKLUU
483,896,54,3_25,0,6EWJ1
493,1149,35,1_25,0,TH3G4
468,593,18,1_25,1,5L2NC
500,1457,43,1_25,0,O8WFN
1389,376,33,2_24,0,ODUY0
743,1590,22,1_24,1,JN05E
542,1133,23,1_25,0,VRSM7
958,133,17,1_24,1,JSGGC
285,1428,33,2_25,0,J6PC4
692,635,21,1_25,1,14TTS
70,619,29,2_24,0,ZZYDF
1326,1608,37,1_24,0,VZWXM
657,496,20,1_24,1,5YEN1
1287,651,21,1_25,1,C4V3V
620,1430,55,3_25,0,OE38O
630,837,23,1_24,0,7JG30
1275,792,18,3_24,1,1EX8O
1185,942,29,1_25,1,4BXJN
434,1259,23,1_25,1,8DQER
343,343,19,1_25,1,4XY4I
638,1343,25,1_25,0,2ZCOZ
755,195,42,1_25,0,VPJNJ
976,1228,21,3_24,0,9MSYB
1579,621,20,1_24,0,OJ1P5
511,63,44,3_24,1,RVSEB
146,97,33,1_25,0,5G72W
1109,1385,49,1_24,0,11G6I
479,573,25,2_25,0,VRRNB
760,766,74,1_24,0,3I6SA
109,1441,13,3_25,1,XCL9K
1621,1237,17,3_25,1,B5GDV
121,720,35,1_25,1,91M05
829,1517,28,2_24,0,KBKDP
148,279,57,1_25,0,CU5FG
258,1490,16,2_25,1,XQP7H
500,60,44,1_24,1,4BEBW
1326,108,37,1_25,0,CI5WK
601,1510,34,3_25,0,605IR
735,722,16,2_24,0,Z2TR4
658,831,31,3_24,1,4BIB4
749,693,22,2_24,0,VI93H
497,582,21,1_25,0,N2RYJ
1131,1527,18,1_24,1,ZGR2O
1572,860,39,3_24,0,3K0KI
1041,333,20,3_24,0,TJ0QG
1633,900,26,3_25,0,3LFI3
921,308,65,1_24,0,XVK5K
1031,1423,52,3_25,0,9J1BB
341,742,22,1_25,1,6TF06
774,1133,20,1_25,0,AHGCC
1220,819,74,1_25,1,3MXXV
616,938,35,3_25,0,X2R2F
759,357,50,1_24,0,J2EJA
406,643,33,2_24,0,ZQXT1
587,408,20,1_25,1,CFXGT
343,1559,52,3_25,0,VWLAP
1605,1580,55,3_24,1,AXVGI
490,402,22,1_24,1,KA1IZ
1558,152,24,1_25,1,16RMZ
1290,918,34,1_24,0,JFHFV
228,187,21,2_25,0,GU820
583,1003,16,2_24,1,BACBR
715,1022,80,2_25,0,4MTT8
1154,404,27,3_24,1,X1RDU
310,48,40,1_25,0,WU5LK
1263,651,26,2_25,1,LSQ5S
753,587,37,1_25,1,E2610
1553,1623,27,1_25,0,FTD49
1294,938,41,3_25,0,ACSK7
1282,483,26,2_24,0,VLQWS
891,1022,30,2_25,1,GMTZF
1017,421,21,2_25,1,4R982
673,459,20,2_24,0,C022H
244,249,19,2_25,0,OQ52M
1313,1026,18,1_25,1,PZWD8
697,984,18,1_25,1,NWNDS
282,259,20,1_25,1,BEKVD
182,806,45,2_24,0,SP2R5
1475,546,12,2_24,1,MFOJE
57,969,34,1_25,1,ICXDY
269,355,43,2_25,0,5B0Z7
1206,1209,29,2_25,0,544RH
800,1418,19,3_24,1,XEIDG
194,715,27,2_24,1,8A9AC
139,74,20,1_24,0,Q6AT2
196,450,37,1_24,0,5DEW3
1313,211,37,3_24,1,Q2QY4
467,732,19,2_25,1,EK5TW
1199,1262,20,1_24,1,UJCL0
279,1489,24,1_25,1,SAL2T
1509,1464,33,2_25,0,OHLPV
170,242,15,1_24,1,X3IFC
857,997,24,1_25,0,N32ND
762,358,50,1_24,0,5MIQY
1049,104,50,1_25,0,17DUW
692,452,47,2_24,0,IP9J0
1526,1129,13,1_25,1,WZVVU
892,869,25,2_24,0,RTD5C
651,394,18,1_25,1,KY586
20,234,19,1_25,1,I2JCT
258,254,30,2_25,0,NSX32
1389,1337,24,3_25,0,XLLOW
1626,261,55,1_24,0,3TZHA
280,1219,19,2_24,1,GXCQC
1666,1440,20,2_24,1,VQUQ1
1255,134,59,1_24,0,AICEA
69,1437,30,3_25,0,RFR6P
143,1482,29,1_25,0,E38YG
1259,1244,46,1_24,0,SERKC
1125,1147,28,2_24,1,ZZW5R
1575,1472,34,1_24,1,HH6B0
692,711,20,1_24,0,RCGWI
936,439,35,2_25,0,WMJP4
703,1506,26,3_25,1,N6V48
425,216,40,2_25,0,6DDL5
1134,1396,12,1_25,1,S0T1Z
799,1014,28,3_24,0,6V942
1515,1252,17,3_24,1,3O3JV
948,167,38,1_25,0,AK8P2
1083,846,20,1_24,0,DN6OO
1363,1630,19,1_25,1,F0Q1C
384,1369,25,3_24,0,HL327
435,291,25,2_25,0,AQE76
741,1478,30,1_24,0,VM4RE
182,1318,16,2_25,1,FJCEH
1576,74,16,2_24,0,8YOLV
109,1202,17,1_25,1,H3HKM
609,1577,17,1_25,0,VR96C
49,1168,22,2_24,1,ES0F0
70,756,43,1_25,0,ZPL2K
656,1394,15,1_25,1,PPNFZ
1123,317,67,1_25,0,FB72X
1078,974,24,1_25,0,4P097
1602,1249,46,2_24,0,0NIID
106,1183,18,2_24,1,D0XPE
479,360,70,1_24,0,PAGYJ
283,1414,28,3_25,1,GXLDD
1067,970,14,1_25,1,5AYYC
552,1049,21,1_24,0,YQPXP
592,1270,25,1_25,0,TDTFQ
1053,1667,32,3_25,1,ZVVSM
857,1271,40,3_24,0,3BPIM
389,187,19,2_24,1,1MUUC
1209,776,18,2_24,0,Y2I3K
761,1085,27,1_24,1,NVFUH
368,857,16,3_24,0,FKUM8
1620,334,28,2_24,0,04EOF
1132,700,21,1_25,1,34AFR
683,850,41,1_24,1,RMEGK
496,191,16,1_25,1,T6V19
232,733,16,2_24,1,ES94P
1524,1332,24,2_24,1,K50JG
840,1619,44,2_25,0,KXQ18
576,495,21,3_25,1,ARDUV
462,1286,15,1_24,1,IYDGH
615,662,22,2_25,1,MAYPX
1323,1294,42,1_25,0,UCZW9
343,114,40,1_24,1,G2IAL
1665,1452,14,1_24,1,522L1
160,438,21,1_24,1,VYI4P
1346,1415,33,3_24,0,5DDIR
1545,989,33,2_24,0,4VOHM
1566,375,48,2_24,0,0NDDV
512,1090,35,1_25,0,59VFP
376,656,24,2_25,0,9L32P
632,765,25,1_24,1,VV0TC
101,1667,21,1_24,0,XXQ58
333,1339,24,1_24,0,ADTEQ
1386,1193,27,3_24,0,BGH4O
441,1057,31,3_25,1,F7FHB
1032,705,36,2_24,0,L7RD2
1531,1675,24,1_25,1,QQG9K
1283,1613,68,1_25,0,MPY9T
419,1598,22,2_24,1,KCRF7
138,208,22,3_24,1,3M2MD
148,1521,39,1_25,0,U1OKZ
415,570,35,3_25,1,76YB7
1274,1204,42,3_25,0,E1Q1I
157,226,20,1_25,0,T3X4P
875,524,27,1_25,0,MH96T
29,1230,26,2_24,0,CTB07
1523,1513,35,3_24,0,OYU0N
1224,187,25,3_24,0,KC93C
393,520,24,1_24,0,IQMPA
784,639,32,1_25,0,FT101
180,537,16,2_24,1,ICQK5
864,1291,34,1_25,1,0KK0Y
960,984,43,1_25,0,6XXHV
378,590,19,1_24,0,P2UQO
1171,996,20,2_25,0,18KQA
919,1464,17,3_25,1,ZEJ95
1644,86,14,3_25,1,SPLZV
383,1570,50,3_24,0,GIRK7
834,1229,27,2_24,0,LXP0U
1640,300,45,1_25,0,92OC9
596,1512,23,3_25,0,14LKX
1249,963,39,3_25,0,CGLMQ
340,1346,29,1_24,0,4RYPF
775,261,40,1_24,0,ONHOF
438,1230,22,2_24,1,9MNKN
990,120,36,1_25,1,D69MJ
191,690,18,2_24,0,PKCAY
155,664,23,3_25,1,7UXHO
489,781,32,2_25,1,H341Q
1229,1204,17,1_25,0,6Z3HQ
421,1471,27,2_24,0,QM0SZ
36,1532,20,1_24,1,6XIBD
1090,1245,17,1_24,0,MPYUM
130,76,26,1_24,0,TW4KT
377,890,23,2_25,0,YKICM
1231,1577,18,1_25,1,XJJ8M
1496,1527,19,1_25,1,ZZ0T5
301,1039,34,3_25,0,7INEZ
650,726,33,2_25,1,M4APP
544,858,17,1_24,1,01V5E
1348,978,16,2_25,1,H26KJ
181,1598,28,1_25,1,B3PTT
1298,567,25,1_25,0,Y71VS
1474,500,30,1_25,0,BEM8J
1563,793,32,3_25,0,7M5U9
1307,1446,29,2_25,0,N0EBA
430,1039,29,2_24,1,XOP6L
1538,1016,24,1_25,0,DLXJM
1039,1439,20,1_25,1,K03T9
242,865,20,2_25,1,GURC7
128,262,55,2_24,0,U7JNR
1334,1477,42,3_24,0,IYWAW
681,103,20,1_25,1,6QLR3
273,1169,17,3_25,1,CKESA
328,126,16,1_25,1,I2AR2
828,1139,13,1_25,1,AOJR2
39,412,17,1_25,1,BTS7U
439,1063,65,3_25,0,QU1JB
1155,989,65,2_25,0,THII0
76,73,16,3_24,0,M89CP
131,1639,25,1_25,0,DFXOU
1257,895,70,3_25,0,FFOYA
1137,1161,11,1_25,0,EHWDD
1654,1646,43,2_24,1,RPA4Y
1630,671,39,3_24,1,Y5G68
1107,184,19,1_25,0,95Z8M
1109,184,20,1_25,0,JSZF9
639,145,23,2_25,1,1UNC7
1644,1675,21,3_25,1,29CSA
539,1119,20,2_24,0,G40YI
1301,984,39,3_25,0,KF8LZ
481,1006,61,3_25,0,6XDV8
1399,548,47,2_25,0,BWOCR
1011,1390,23,3_24,1,F1EF2
1571,861,39,3_24,0,3ZCUD
1074,1513,19,1_24,1,0E86R
606,1258,21,3_25,1,L6ES3
538,459,27,3_25,0,0BHNZ
1094,971,15,2_25,0,6PJD0
380,1569,31,2_24,1,3T86P
1339,394,57,3_25,0,XQ9FN
956,1309,66,2_24,0,0GE5O
810,412,32,3_25,0,LTR6K
938,1313,25,3_24,1,5L5JZ
1217,1201,17,1_25,1,0D88B
632,1196,32,1_24,0,EZXSU
318,1272,23,3_25,1,9RI9Z
1319,846,18,2_25,0,PIZ61
1615,70,45,1_25,0,25EW0
736,765,42,1_24,0,NYCD2
1527,977,32,1_25,0,CW3P3
1579,1481,14,3_25,1,WSHHH
1189,1040,30,1_25,1,026QJ
682,1246,53,1_24,0,KQTOF
1386,1530,18,1_24,1,YAQL9
216,66,22,2_25,1,C8RJE
431,616,50,3_25,0,TSF8U
604,785,38,3_25,0,V3QSP
1296,1633,15,3_25,1,SBZPA
1152,1077,41,2_25,1,O2RSU
466,1283,21,1_25,0,8YAX8
615,1316,21,1_25,1,6WMBN
1033,731,30,3_25,0,FVNU7
391,1523,39,3_25,0,5PIC4
42,111,21,2_25,1,S61SN
134,1578,16,1_25,1,NT225
378,1062,21,3_24,1,LXDFK
350,1297,25,3_24,0,0YXVT
943,371,26,1_24,1,SUYTF
1483,1654,19,1_24,1,29RUN
169,650,14,3_25,1,0UX3O
845,1001,23,2_24,0,7TK5K
1292,1245,30,2_25,1,FAUDX
206,1381,17,1_25,0,7PX92
1083,756,24,3_24,0,8MBN5
1582,1602,57,1_24,0,ZFWY4
988,1409,16,1_24,1,Y0U5U
365,948,23,1_25,0,VB82I
1316,896,38,3_25,0,J2LN7
162,653,28,1_25,0,R8CQC
574,1131,24,2_24,0,QETNC
1618,652,25,1_24,1,PH4RT
172,346,24,2_25,0,U1JDU
434,566,60,1_25,1,6YNM0
1264,325,31,1_25,1,A43SN
690,1361,21,3_25,1,X2669
327,298,37,1_25,1,9CGXL
26,498,18,2_25,1,022VU
271,339,20,1_25,1,KGKFP
1491,1568,30,1_24,0,K69KP
399,394,10,2_24,1,3KI99
442,1576,23,1_24,0,MD133
122,1268,26,2_24,1,1H4KL
93,768,23,2_25,0,ZCWG9
1207,1308,19,1_24,1,IACTN
724,581,40,1_25,0,99JVU
1512,468,18,1_24,1,LIMPO
444,1120,38,1_25,0,CEO40
26,170,21,2_25,1,2SV9G
1027,1543,21,1_25,1,XYN6Z
778,1615,18,1_24,1,Q6P1Y
1096,1528,20,1_24,0,NNAKS
328,1626,16,1_24,1,R1HHC
207,1391,30,2_25,0,9YEJS
176,1451,27,2_25,0,UEDUH
1671,1039,28,3_24,0,4CBDD
417,208,24,2_25,0,86H9G
1222,980,30,1_25,0,YC0PN
1397,1379,56,3_25,0,8NXKD
1623,1036,42,3_25,0,AQVT0
1252,1243,17,1_25,1,4FHHO
501,192,31,2_24,1,UWG8W
451,328,14,2_25,1,8KD4Q
111,1365,25,3_25,1,12KPZ
725,839,27,1_25,0,D1345
467,218,27,2_25,0,ZAU29
1285,119,49,2_25,0,9UIGL
282,1342,17,1_25,0,Y0KK7
941,995,30,3_24,0,23HWK
1070,806,27,1_24,0,2693L
1494,1488,29,2_25,0,CPPLA
764,1588,24,3_25,1,U95V1
1167,253,29,3_24,0,X240Z
1414,458,14,1_24,1,FIA8Y
1480,125,47,3_24,0,9RG94
199,829,28,2_25,0,GQE5W
1508,1657,26,1_25,1,FA67Q
1408,1141,44,3_25,0,FP68X
1414,771,18,1_25,0,G0I0C
664,349,24,3_25,1,1HO6N
933,922,25,1_25,0,OVGPO
959,1066,29,3_24,1,YDQA7
751,418,35,1_24,0,B8W6W
1227,1533,20,1_25,1,RAUZC
946,1015,22,1_24,0,YWODE
1528,283,27,3_25,0,4IVHH
474,642,16,1_24,0,B4FBH
256,412,39,3_25,0,Y0TH7
93,654,27,1_25,1,GOPEW
68,1590,15,2_25,1,N0IFK
624,1419,14,1_24,1,7X0TT
953,1271,30,1_25,0,XAG5H
103,1015,24,1_24,0,77DVN
689,450,35,2_24,0,1F6O7
1045,332,32,3_24,0,QQDU6
410,735,37,3_25,1,NE9OK
909,1226,17,1_25,1,T3XPX
241,254,29,2_24,0,PE16U
284,38,16,3_25,0,WPXDB
1380,938,17,1_24,1,Y9UVI
892,413,48,3_25,0,ZRSNI
326,821,20,1_25,1,Z0E0Y
1373,42,19,1_25,1,5EV10
1046,736,22,2_24,0,WBHM1
42,623,24,2_24,1,PPBMJ
330,1359,18,1_25,1,Z0Q3N
423,405,33,3_24,0,OAD2K
1079,507,33,1_24,0,UC6X8
1384,1599,20,1_24,1,8KFLR
1651,1110,22,1_25,0,O0753
1238,1448,21,1_24,0,LUTM6
1597,902,23,2_24,1,ZW7DH
152,1442,22,3_24,0,MWQMQ
